ID Type Ratio
0       1F  0.9983  
0       2F  0.9693
0       3F  0.8122
0       4F  0.4132
1       1F  0.9979
1       2F  0.9668
1       3F  0.7884
1       4F  0.3886
2       1F  0.9965
2       2F  0.9512
2       3F  0.7543
2       4F  0.3524
3      1F  0.9925
3      2F  0.926
3      3F  0.6872
3      4F  0.2828

