ID Type Ratio
0      1F  0.9999   
0      2F  0.9992 
0      3F  0.9722 
0      4F  0.7668 
1      1F  0.9995
1      2F  0.9913
1      3F  0.9079
1      4F  0.5881
2      1F  0.9965
2      2F  0.9512
2      3F  0.7543
2      4F  0.3524
3      1F  0.9688
3      2F  0.7893
3      3F  0.4386
3      4F  0.1225

