ID	Type		Traffic
1	Server-side	104.4154576
2	Server-side	205.3451253
3	Server-side	310.6357643
4	Server-side	420.6996383
5	Server-side	530.9166492
6	Server-side	636.8405774
7	Server-side	742.0592807
8	Server-side	844.634102
9	Server-side	954.050169
10	Server-side	1059.453367
11	Server-side	1169.797496
12	Server-side	1273.810978
13	Server-side	1374.773701
14	Server-side	1481.063159
15	Server-side	1583.362555
16	Server-side	1690.874623
17	Server-side	1797.506526
18	Server-side	1903.4609
19	Server-side	2007.075264
20	Server-side	2112.593478
21	Server-side	2215.168795
22	Server-side	2322.693786
23	Server-side	2429.440382
24	Server-side	2535.746233
25	Server-side	2644.906585
26	Server-side	2751.633517
27	Server-side	2861.438436
28	Server-side	2971.790276
29	Server-side	3076.025344
30	Server-side	3177.065099
31	Server-side	3284.857601
32	Server-side	3390.105007
33	Server-side	3496.940729
34	Server-side	3600.165704
35	Server-side	3706.830634
36	Server-side	3813.518815
37	Server-side	3920.191018
38	Server-side	4027.773297
39	Server-side	4134.892868
40	Server-side	4237.467721
41	Server-side	4346.461753
42	Server-side	4447.892629
43	Server-side	4549.354917
44	Server-side	4659.4479
45	Server-side	4768.608252
46	Server-side	4878.241122
47	Server-side	4988.457715
48	Server-side	5093.124098
49	Server-side	5200.264789
50	Server-side	5303.440408
51	Server-side	5411.101705
52	Server-side	5521.481049
53	Server-side	5631.893017
54	Server-side	5737.043246
55	Server-side	5838.152679
56	Server-side	5945.102792
57	Server-side	6051.136556
58	Server-side	6154.42776
59	Server-side	6254.754603
60	Server-side	6365.102464
61	Server-side	6471.846658
62	Server-side	6577.780906
63	Server-side	6682.229577
64	Server-side	6786.153695
65	Server-side	6889.974532
66	Server-side	6997.110297
67	Server-side	7099.685662
68	Server-side	7201.205862
69	Server-side	7311.298847
70	Server-side	7420.459199
71	Server-side	7521.894836
72	Server-side	7627.025043
73	Server-side	7734.144659
74	Server-side	7835.062755
75	Server-side	7945.69267
76	Server-side	8050.793091
77	Server-side	8157.580554
78	Server-side	8263.514802
79	Server-side	8367.982769
80	Server-side	8471.073277
81	Server-side	8573.649154
82	Server-side	8675.33807
83	Server-side	8780.725184
84	Server-side	8890.818171
85	Server-side	8999.978523
86	Server-side	9109.985542
87	Server-side	9217.152408
88	Server-side	9317.680221
89	Server-side	9421.258009
90	Server-side	9526.088763
91	Server-side	9633.891934
92	Server-side	9738.462418
93	Server-side	9844.396666
94	Server-side	9951.392813
95	Server-side	10060.31062
96	Server-side	10162.88701
97	Server-side	10266.61151
98	Server-side	10368.16616
99	Server-side	10473.60971
100	Server-side	10583.8368
101	Server-side	10689.16323
102	Server-side	10795.71368
103	Server-side	10904.87403
104	Server-side	11011.49283
105	Server-side	11113.4418
106	Server-side	11219.64355
107	Server-side	11327.68568
108	Server-side	11430.58825
109	Server-side	11535.91742
110	Server-side	11637.43694
111	Server-side	11738.87122
112	Server-side	11844.80547
113	Server-side	11954.41015
114	Server-side	12061.19885
115	Server-side	12163.75843
116	Server-side	12264.63363
117	Server-side	12366.18865
118	Server-side	12468.07172
119	Server-side	12573.68359
120	Server-side	12676.43658
121	Server-side	12781.60779
122	Server-side	12888.16601
123	Server-side	12997.32636
124	Server-side	13098.06697
125	Server-side	13198.16843
126	Server-side	13304.98372
127	Server-side	13411.99245
128	Server-side	13513.62046
129	Server-side	13616.74228
130	Server-side	13721.18209
131	Server-side	13829.8521
132	Server-side	13939.05316
133	Server-side	14040.84726
134	Server-side	14147.90319
135	Server-side	14253.89779
136	Server-side	14355.417
137	Server-side	14457.97718
138	Server-side	14560.2298
139	Server-side	14661.78482
140	Server-side	14767.26886
141	Server-side	14876.42921
142	Server-side	14983.45757
143	Server-side	15084.19819
1	Client-side	77.86203935
2	Client-side	120.4869126
3	Client-side	182.1930782
4	Client-side	249.8843389
5	Client-side	285.0569278
6	Client-side	320.2535291
7	Client-side	350.8207764
8	Client-side	376.6281722
9	Client-side	399.0153198
10	Client-side	399.804144
11	Client-side	402.0385682
12	Client-side	403.1093749
13	Client-side	403.8240363
14	Client-side	454.8193773
15	Client-side	474.0244071
16	Client-side	495.0040205
17	Client-side	526.4204368
18	Client-side	526.9049854
19	Client-side	560.0046019
20	Client-side	561.2469421
21	Client-side	565.0204878
22	Client-side	595.2076189
23	Client-side	650.6145159
24	Client-side	706.9254819
25	Client-side	754.0307068
26	Client-side	768.5762968
27	Client-side	784.8286368
28	Client-side	788.915259
29	Client-side	789.9259681
30	Client-side	790.6520936
31	Client-side	794.4406505
32	Client-side	795.2327427
33	Client-side	796.3501263
34	Client-side	862.2440597
35	Client-side	895.1480675
36	Client-side	895.792825
37	Client-side	909.355925
38	Client-side	938.9340264
39	Client-side	1012.523203
40	Client-side	1015.557356
41	Client-side	1016.644571
42	Client-side	1053.309065
43	Client-side	1067.375703
44	Client-side	1096.48265
45	Client-side	1096.923521
46	Client-side	1138.038933
47	Client-side	1140.506878
48	Client-side	1171.067466
49	Client-side	1218.303602
50	Client-side	1244.908796
51	Client-side	1247.950753
52	Client-side	1249.351056
53	Client-side	1250.030571
54	Client-side	1251.434528
55	Client-side	1252.23987
56	Client-side	1253.375748
57	Client-side	1314.776891
58	Client-side	1315.953532
59	Client-side	1347.808907
60	Client-side	1448.527104
61	Client-side	1449.050004
62	Client-side	1449.50912
63	Client-side	1450.955162
64	Client-side	1497.16543
65	Client-side	1553.5684
66	Client-side	1612.688397
67	Client-side	1615.891309
68	Client-side	1616.396594
69	Client-side	1616.865725
70	Client-side	1617.306596
71	Client-side	1641.313516
72	Client-side	1676.20816
