groupType   type   ratio
prefix-1    FirstF  0.750762125	
prefix-1    MinF    0.740880415	
prefix-2    FirstF  0.679211897	
prefix-2    MinF    0.672509351	
prefix-3    FirstF  0.642133388	
prefix-3    MinF    0.629079911	
