groupType   type   ratio
prefix-1    FirstF  0.988420726		
prefix-1    MinF    0.986042883		
prefix-1    AllF    0.976396119
prefix-2    FirstF  0.98832286		
prefix-2    MinF    0.985984163		
prefix-2    AllF    0.976376546
prefix-3    FirstF  0.98825064		
prefix-3    MinF    0.985911944		
prefix-3    AllF    0.976304327

