groupType   type   ratio
prefix-1    FirstF  0.241918985
prefix-1    MinF    0.236925792
prefix-2    FirstF  0.216228765
prefix-2    MinF    0.209719867
prefix-3    FirstF  0.182595509
prefix-3    MinF    0.170722654
