groupType   type   ratio
prefix-1    FirstF  0.968490505		
prefix-1    MinF    0.965959302		
prefix-1    AllF    0.953708227
prefix-2    FirstF  0.966860134		
prefix-2    MinF    0.965090247		
prefix-2    AllF    0.953696482
prefix-3    FirstF  0.966037321		
prefix-3    MinF    0.965030793		
prefix-3    AllF    0.953637029
