groupType   type   ratio
prefix-1    FirstF  0.775223199	
prefix-1    MinF    0.772236282	
prefix-1    AllF    0.641873596
prefix-2    FirstF  0.755246868	
prefix-2    MinF    0.753845034	
prefix-2    AllF    0.634746599
prefix-3    FirstF  0.736865303	
prefix-3    MinF    0.722943604	
prefix-3    AllF    0.629857884


