groupType   type   ratio
prefix-1    FirstF  0.25055471	
prefix-1    MinF    0.222295654	
prefix-1    AllF    0.042436409
prefix-2    FirstF  0.225068055	
prefix-2    MinF    0.197874066	
prefix-2    AllF    0.038940441
prefix-3    FirstF  0.189569114	
prefix-3    MinF    0.163756407	
prefix-3    AllF    0.034638073
