groupType   type   ratio
prefix-1    FirstF  0.753352786		
prefix-1    MinF    0.745453794		
prefix-1    AllF    0.645433435
prefix-2    FirstF  0.738984198		
prefix-2    MinF    0.742428824		
prefix-2    AllF    0.645380053
prefix-3    FirstF  0.733675679		
prefix-3    MinF    0.739959687		
prefix-3    AllF    0.643122947
