groupType   type   ratio
prefix-1    FirstF  0.53245611	
prefix-1    MinF    0.504825677	
prefix-1    AllF    0.201794552
prefix-2    FirstF  0.479874125	
prefix-2    MinF    0.45670334	
prefix-2    AllF    0.179441903
prefix-3    FirstF  0.426645135	
prefix-3    MinF    0.389060186	
prefix-3    AllF    0.16359395
