groupType   type   ratio
prefix-1    FirstF  0.932332931		
prefix-1    MinF    0.930630153		
prefix-1    AllF    0.883300542
prefix-2    FirstF  0.931969427		
prefix-2    MinF    0.930357527		
prefix-2    AllF    0.883209672
prefix-3    FirstF  0.928989099		
prefix-3    MinF    0.927483221		
prefix-3    AllF    0.880335366
