groupType   type   ratio
prefix-1    FirstF  0.70165099	
prefix-1    MinF    0.672120232	
prefix-1    AllF    0.417813274
prefix-2    FirstF  0.636797184	
prefix-2    MinF    0.610548676	
prefix-2    AllF    0.374004045
prefix-3    FirstF  0.58602617	
prefix-3    MinF    0.554687107	
prefix-3    AllF    0.34075794
